nb_suburb,nb_postcode,nb_state,SA1,SA2,SA3,SA4,Median total income($)
Urangan,4655,QLD,Walkers Point,Maryborough Surrounds - South,Maryborough,Wide Bay,42420
Urila,2620,NSW,ACT Remainder - Rendezvous Creek,Namadgi,Tuggeranong,Australian Capital Territory,32923
Urraween,4655,QLD,Walkers Point,Maryborough Surrounds - South,Maryborough,Wide Bay,36468
Urrbrae,5064,SA,Urrbrae,Mitcham (SA),Mitcham,Adelaide - South,60797
Usher,6230,WA,Usher,Withers - Usher,Bunbury,Bunbury,46912
Valdora,4561,QLD,Bridges,Eumundi - Yandina,Nambour - Pomona,Sunshine Coast,46372
Vale Park,5081,SA,Walkerville (SA),Walkerville,Prospect - Walkerville,Adelaide - Central and Hills,62477
Valentine,2280,NSW,Valentine,Valentine - Eleebana,Lake Macquarie - East,Newcastle and Lake Macquarie,57490
Valley View,5093,SA,Para Vista,Ingle Farm,Salisbury,Adelaide - North,48551
Varsity Lakes,4227,QLD,Varsity Lakes,Varsity Lakes,Robina,Gold Coast,46628
Vasse,6280,WA,Stirling Estate,Capel,Bunbury,Bunbury,50290
Vaucluse,2030,NSW,Watsons Bay,Rose Bay - Vaucluse - Watsons Bay,Eastern Suburbs - North,Sydney - Eastern Suburbs,79006
Veresdale Scrub,4285,QLD,Woodhill (Qld),Jimboomba - Glenlogan,Jimboomba,Logan - Beaudesert,53980
Vermont,3133,VIC,Vermont South,Vermont South,Whitehorse - East,Melbourne - Outer East,52489
Vermont South,3133,VIC,Vermont South,Vermont South,Whitehorse - East,Melbourne - Outer East,44218
Victor Harbor,5211,SA,Willow Creek,Yankalilla,Fleurieu - Kangaroo Island,South Australia - South East,36219
Victoria Park,6100,WA,Burswood,Victoria Park - Lathlain - Burswood,Belmont - Victoria Park,Perth - South East,55866
Victoria Point,4165,QLD,Victoria Point (Qld),Victoria Point,Cleveland - Stradbroke,Brisbane - East,49292
Vincentia,2540,NSW,Jervis Bay,Jervis Bay,Jervis Bay,Other Territories,45722
Virginia,4014,QLD,Nudgee,Nudgee - Banyo,Nundah,Brisbane - North,61047
Virginia,5120,SA,Virginia (SA),Virginia - Waterloo Corner,Playford,Adelaide - North,61047
Waaia,3637,VIC,Waaia,Numurkah,Moira,Shepparton,44256
Wacol,4076,QLD,Wacol,Wacol,Forest Lake - Oxley,Ipswich,44792
Wadalba,2259,NSW,Lake Macquarie,Wangi Wangi - Rathmines,Lake Macquarie - West,Newcastle and Lake Macquarie,53867
Waddy Forest,6515,WA,Coorow,Morawa,Mid West,Western Australia - Outback,47623
Wagga Wagga,2650,NSW,Gregadoo,Wagga Wagga Surrounds,Wagga Wagga,Riverina,51255
Waggrakine,6530,WA,Houtman Abrolhos,Northampton - Mullewa - Greenough,Mid West,Western Australia - Outback,41614
Wahroonga,2076,NSW,Wahroonga,Wahroonga (East) - Warrawee,Ku-ring-gai,Sydney - North Sydney and Hornsby,61189
Waikiki,6169,WA,Warnbro,Warnbro,Rockingham,Perth - South West,54470
Wakerley,4154,QLD,Wakerley,Wakerley,Wynnum - Manly,Brisbane - East,69264
Walkervale,4670,QLD,Walkervale,Walkervale - Avenell Heights,Burnett,Wide Bay,45132
Walkerville,5081,SA,Walkerville (SA),Walkerville,Prospect - Walkerville,Adelaide - Central and Hills,58533
Walkley Heights,5098,SA,Ingle Farm,Ingle Farm,Salisbury,Adelaide - North,48551
Wallacia,2745,NSW,Luddenham,Badgerys Creek,Bringelly - Green Valley,Sydney - South West,56655
Wallan,3756,VIC,Darraweit Guim,Romsey,Macedon Ranges,Melbourne - North West,51562
Walligan,4655,QLD,Walkers Point,Maryborough Surrounds - South,Maryborough,Wide Bay,36468
Wallsend,2287,NSW,Wallsend,Wallsend - Elermore Vale,Newcastle,Newcastle and Lake Macquarie,54600
Wamberal,2260,NSW,Forresters Beach,Wamberal - Forresters Beach,Wyong,Central Coast,53015
Wandana Heights,3216,VIC,Waurn Ponds,Grovedale - Mount Duneed,Surf Coast - Bellarine Peninsula,Geelong,50726
Wandi,6167,WA,Wandi,Casuarina - Wandi,Kwinana,Perth - South West,52736
Wandin North,3139,VIC,Woori Yallock,Yarra Valley,Cardinia,Melbourne - South East,46874
Wangaratta,3677,VIC,Wangaratta South,Wangaratta Surrounds,Wangaratta - Benalla,Hume,46172
Wangi Wangi,2267,NSW,Wangi Wangi,Wangi Wangi - Rathmines,Lake Macquarie - West,Newcastle and Lake Macquarie,49779
Wannamal,6505,WA,Wannamal,Chittering,Wheat Belt - North,Western Australia - Wheat Belt,54915
Wannanup,6210,WA,Dudley Park (WA),Mandurah - South,Mandurah,Mandurah,48173
Wanneroo,6065,WA,Wanneroo,Wanneroo - Sinagra,Wanneroo,Perth - North West,54444
Wantirna,3152,VIC,Wantirna South,Boronia,Knox,Melbourne - Outer East,49487
Wantirna South,3152,VIC,Wantirna South,Boronia,Knox,Melbourne - Outer East,48547
Warana,4575,QLD,Birtinya,Wurtulla - Birtinya,Maroochy,Sunshine Coast,48691
Waratah West,2298,NSW,Waratah West,Waratah - North Lambton,Newcastle,Newcastle and Lake Macquarie,54411
Wareemba,2046,NSW,Chiswick,Five Dock - Abbotsford,Strathfield - Burwood - Ashfield,Sydney - Inner West,67196
Warner,4500,QLD,Brendale,Strathpine - Brendale,Strathpine,Moreton Bay - South,53867
Warners Bay,2282,NSW,Warners Bay,Warners Bay - Boolaroo,Lake Macquarie - East,Newcastle and Lake Macquarie,54372
Warradale,5046,SA,Oaklands Park,Warradale,Marion,Adelaide - South,50972
Warragul,3820,VIC,Warragul,Warragul,Baw Baw,Latrobe - Gippsland,49466
Warrandyte,3113,VIC,Warrandyte,Warrandyte - Wonga Park,Manningham - East,Melbourne - Outer East,58942
Warrane,7018,TAS,Rokeby (Tas.),Rokeby,Hobart - North East,Hobart,47099
Warranwood,3134,VIC,Ringwood North,Ringwood North,Whitehorse - East,Melbourne - Outer East,56783
Warrawee,2074,NSW,Warrawee,Wahroonga (East) - Warrawee,Pennant Hills - Epping,Sydney - Ryde,65000
Warrawong,2502,NSW,Primbee,Windang - Primbee,Dapto - Port Kembla,Illawarra,47354
Warriewood,2102,NSW,Warriewood,North Narrabeen - Warriewood (South),Pittwater,Sydney - Northern Beaches,57423
Warrimoo,2774,NSW,Mount Riverview,Blaxland - Warrimoo - Lapstone,Blue Mountains,Sydney - Outer West and Blue Mountains,61436
Warrnambool,3280,VIC,Warrnambool,Warrnambool - South,Warrnambool - Otway Ranges,Warrnambool and South West,47077
Warwick,4370,QLD,Womina,Warwick,Granite Belt,Darling Downs - Maranoa,48262
Warwick,6024,WA,Greenwood (WA),Greenwood - Warwick,Joondalup,Perth - North West,48262
warwick farm,2170,NSW,Prestons,Prestons,Liverpool,Sydney - South West,48262
Watanobbi,2259,NSW,Lake Macquarie,Wangi Wangi - Rathmines,Lake Macquarie - West,Newcastle and Lake Macquarie,49779
Waterford,4133,QLD,Waterford West,Waterford West,Loganlea - Carbrook,Logan - Beaudesert,49655
Waterford West,4133,QLD,Waterford West,Waterford West,Loganlea - Carbrook,Logan - Beaudesert,47108
Waterloo,2017,NSW,Zetland,Zetland,Sydney Inner City,Sydney - City and Inner South,59807
waterloo,4673,QLD,Yandaran,Bundaberg Surrounds - North,Bundaberg,Wide Bay,41882
Watermans Bay,6020,WA,Watermans Bay,Trigg - North Beach - Watermans Bay,Stirling,Perth - North West,66641
Waterways,3195,VIC,Parkdale,Mordialloc - Parkdale,Kingston,Melbourne - Inner South,55232
Watson,2602,ACT,Watson,Watson,North Canberra,Australian Capital Territory,79006
Watsonia,3087,VIC,Watsonia North,Watsonia,Nillumbik - Kinglake,Melbourne - North East,58876
Watsonia North,3087,VIC,Watsonia North,Watsonia,Nillumbik - Kinglake,Melbourne - North East,58876
Wattle Glen,3096,VIC,Wattle Glen,Wattle Glen - Diamond Creek,Nillumbik - Kinglake,Melbourne - North East,59703
Wattle Grove,2173,NSW,Wattle Grove (NSW),Holsworthy - Wattle Grove,Liverpool,Sydney - South West,63882
Wattle Grove,6107,WA,Wattle Grove (WA),Forrestfield - Wattle Grove,Kalamunda,Perth - South East,63882
Wattle Ponds,2330,NSW,Womerah,Bilpin - Colo - St Albans,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,47184
Wauchope,2446,NSW,Port Macquarie,Port Macquarie - South,Port Macquarie,Mid North Coast,43786
Waugh Pocket,4871,QLD,West Wellesley Islands,Carpentaria,Outback - North,Queensland - Outback,67213
Wavell Heights,4012,QLD,Nundah,Hendra,Brisbane Inner - North,Brisbane Inner City,67604
Waverley,2024,NSW,Waverley (NSW),Bondi Junction - Waverly,Eastern Suburbs - North,Sydney - Eastern Suburbs,42330
Waverley,7250,TAS,Westwood (Tas.),Hadspen - Carrick,North East,Launceston and North East,42330
Waverton,2060,NSW,North Sydney,North Sydney - Lavender Bay,North Sydney - Mosman,Sydney - North Sydney and Hornsby,79894
Way Way,2447,NSW,Wirrimbi,Nambucca Heads Surrounds,Kempsey - Nambucca,Mid North Coast,36247
Wayville,5034,SA,Kings Park (SA),Goodwood - Millswood,Unley,Adelaide - Central and Hills,59877
Wedderburn,2560,NSW,Appin (NSW),Douglas Park - Appin,Wollondilly,Sydney - Outer South West,53106
Weetangera,2614,ACT,Weetangera,Weetangera,Belconnen,Australian Capital Territory,70359
Weir Views,3338,VIC,Wyndham Vale,Wyndham Vale - North,Wyndham,Melbourne - West,52130
Welland,5007,SA,Bowden,Hindmarsh - Brompton,Charles Sturt,Adelaide - West,53907
Wellard,6170,WA,Wellard,Casuarina - Wandi,Kwinana,Perth - South West,59556
Wellington Point,4160,QLD,Ormiston,Ormiston,Cleveland - Stradbroke,Brisbane - East,56189
Wembley,6014,WA,Wembley,Wembley - West Leederville - Glendalough,Stirling,Perth - North West,58302
Wembley Downs,6019,WA,Wembley Downs,Wembley Downs - Churchlands - Woodlands,Stirling,Perth - North West,61516
Wendouree,3355,VIC,Mitchell Park (Vic.),Wendouree - Miners Rest,Ballarat,Ballarat,47627
Wentworth Falls,2782,NSW,Wentworth Falls,Wentworth Falls,Blue Mountains,Sydney - Outer West and Blue Mountains,46276
Wentworth Point,2127,NSW,Wentworth Point,Wentworth Point - Sydney Olympic Park,Auburn,Sydney - Parramatta,40326
Wentworthville,2145,NSW,Merrylands,Wentworthville - Westmead,Parramatta,Sydney - Parramatta,57013
Werribee,3030,VIC,Point Cook,Point Cook - North West,Wyndham,Melbourne - West,54507
Werrington County,2747,NSW,Jordan Springs,Jordan Springs - Llandilo,Penrith,Sydney - Outer West and Blue Mountains,59004
Werrington Downs,2747,NSW,Jordan Springs,Jordan Springs - Llandilo,Penrith,Sydney - Outer West and Blue Mountains,59004
Werris Creek,2341,NSW,Werris Creek,Quirindi,Tamworth - Gunnedah,New England and North West,40419
West Albury,2640,NSW,Welaregang,Tumbarumba,Wodonga - Alpine,Hume,45354
West Ballina,2478,NSW,Skennars Head,Lennox Head - Skennars Head,Richmond Valley - Coastal,Richmond - Tweed,47403
West Beach,5024,SA,West Beach (SA),West Beach,West Torrens,Adelaide - West,54136
West Busselton,6280,WA,Stirling Estate,Capel,Bunbury,Bunbury,50290
West End,4101,QLD,West End (Brisbane - Qld),West End,Brisbane Inner,Brisbane Inner City,60060
West End,4810,QLD,Townsville City,Townsville City - North Ward,Townsville,Townsville,60060
West Footscray,3012,VIC,West Footscray,West Footscray - Tottenham,Maribyrnong,Melbourne - West,55705
West Gladstone,4680,QLD,West Gladstone,West Gladstone,Gladstone - Biloela,Fitzroy,54207
West Gosford,2250,NSW,Wrights Creek (NSW),Bilpin - Colo - St Albans,Hawkesbury,Sydney - Baulkham Hills and Hawkesbury,47184
west Hobart,7000,TAS,West Hobart,West Hobart,Hobart Inner,Hobart,54038
West Hoxton,2171,NSW,Prestons,Prestons,Liverpool,Sydney - South West,57155
West Lakes,5021,SA,West Lakes,West Lakes,Charles Sturt,Adelaide - West,54236
West Lakes Shore,5020,SA,West Lakes Shore,West Lakes,Charles Sturt,Adelaide - West,54236
West Lamington,6430,WA,Zanthus,Kambalda - Coolgardie - Norseman,Goldfields,Western Australia - Outback,65276
West Mackay,4740,QLD,West Mackay,West Mackay,Mackay,Mackay,61843
West Melbourne,3003,VIC,West Melbourne,West Melbourne - Residential,Melbourne City,Melbourne - Inner,90927
West Moonah,7009,TAS,West Moonah,West Moonah,Hobart - North West,Hobart,46829
West Nowra,2541,NSW,South Nowra,Nowra,Shoalhaven,Southern Highlands and Shoalhaven,47018
West Pennant Hills,2125,NSW,West Pennant Hills,Pennant Hills - Cheltenham,Pennant Hills - Epping,Sydney - Ryde,58157
West Pymble,2073,NSW,Pymble,Pymble,Ku-ring-gai,Sydney - North Sydney and Hornsby,65803
West Richmond,5033,SA,Cowandilla,Richmond (SA),West Torrens,Adelaide - West,50425
West Ryde,2114,NSW,Denistone,Denistone,Ryde - Hunters Hill,Sydney - Ryde,56957
West Toodyay,6566,WA,West Toodyay,Toodyay,Wheat Belt - North,Western Australia - Wheat Belt,50272
West Wallsend,2286,NSW,West Wallsend,West Wallsend - Barnsley - Killingworth,Lake Macquarie - West,Newcastle and Lake Macquarie,54600
West Wodonga,3690,VIC,Wodonga,Wodonga,Wodonga - Alpine,Hume,52290
West Wollongong,2500,NSW,Gwynneville,Wollongong - West,Wollongong,Illawarra,48646
west wyalong,2671,NSW,West Wyalong,West Wyalong,Lachlan Valley,Central West,38132
Westbrook,4350,QLD,Cranley,Wilsonton,Toowoomba,Toowoomba,47625
Westbury,7303,TAS,Selbourne,Westbury,Meander Valley - West Tamar,Launceston and North East,45451
Westleigh,2120,NSW,Pennant Hills,Pennant Hills - Cheltenham,Pennant Hills - Epping,Sydney - Ryde,60588
Westmead,2145,NSW,Merrylands,Wentworthville - Westmead,Parramatta,Sydney - Parramatta,57013
Westmeadows,3049,VIC,Attwood,Gladstone Park - Westmeadows,Tullamarine - Broadmeadows,Melbourne - North West,52112
Westminster,6061,WA,Mirrabooka (WA),Dianella - North,Wanneroo,Perth - North West,50504
Weston,2326,NSW,Bishops Bridge,Rutherford (South) - Telarah,Maitland,Hunter Valley exc Newcastle,69737
Weston,2611,ACT,ACT Remainder - Rendezvous Creek,Namadgi,Weston Creek,Australian Capital Territory,69737
Wetherill Park,2164,NSW,Wetherill Park,Wetherill Park Industrial,Fairfield,Sydney - South West,47906
whalan,2770,NSW,Minchinbury,Rooty Hill - Minchinbury,Mount Druitt,Sydney - Blacktown,48720
Wheeler Heights,2097,NSW,Wheeler Heights,Narrabeen - Wheeler Heights,Warringah,Sydney - Northern Beaches,59516
Wheelers Hill,3150,VIC,Wheelers Hill,Wheelers Hill,Monash,Melbourne - South East,46578
White Hills,3550,VIC,White Hills (Vic.),White Hills - Ascot,Bendigo,Bendigo,53137
White Rock,4306,QLD,Ripley,Ripley,Burnett,Wide Bay,49043
White Rock,4868,QLD,Woree,Woree,Cairns - South,Cairns,49043
Whitebridge,2290,NSW,Charlestown (NSW),Adamstown - Kotara,Newcastle,Newcastle and Lake Macquarie,56991
Whiteside,4503,QLD,Petrie,Petrie,Strathpine,Moreton Bay - South,53579
Whitfield,4870,QLD,Whitfield (Qld),Whitfield - Edge Hill,Cairns - South,Cairns,53353
Whittington,3219,VIC,Newcomb,Newcomb - Moolap,Geelong,Geelong,46478
Whittlesea,3757,VIC,Whittlesea,Whittlesea,Whittlesea - Wallan,Melbourne - North East,51562
Whyalla,5600,SA,Whyalla,Whyalla,Outback - North and East,South Australia - Outback,57247
Whyalla Norrie,5608,SA,Whyalla Stuart,Whyalla,Eyre Peninsula and South West,South Australia - Outback,57247
Wickham,2293,NSW,Wickham (NSW),Wickham - Carrington - Tighes Hill,Newcastle,Newcastle and Lake Macquarie,57839
Wickham,6720,WA,Wickham (WA),Roebourne,Pilbara,Western Australia - Outback,57839
Wilberforce,2756,NSW,Bligh Park,Windsor - Bligh Park,Richmond - Windsor,Sydney - Outer West and Blue Mountains,55945
Wiley Park,2195,NSW,Wiley Park,Wiley Park,Canterbury,Sydney - Inner South West,36274
Willagee,6156,WA,Willagee,Willagee,Melville,Perth - South West,57766
Willaston,5118,SA,Evanston Park,One Tree Hill,Playford,Adelaide - North,51973
Willetton,6155,WA,Canning Vale,Canning Vale - East,Melville,Perth - South West,51379
Williams Landing,3027,VIC,Williams Landing,Truganina - South East,Wyndham,Melbourne - West,52130
Williamstown,3016,VIC,Williamstown (Vic.),Williamstown,Hobsons Bay,Melbourne - West,67423
Williamstown,5351,SA,Williamstown (SA),Lyndoch,Barossa,Barossa - Yorke - Mid North,67423
Williamstown North,3016,VIC,Williamstown (Vic.),Williamstown,Hobsons Bay,Melbourne - West,67423
Willoughby,2068,NSW,Willoughby (NSW),Willoughby,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,68311
Willoughby East,2068,NSW,Willoughby (NSW),Willoughby,Chatswood - Lane Cove,Sydney - North Sydney and Hornsby,68311
